stock,currentValue,VaR95,ES95,VaR99,ES99,Standard_Dev,min,max,mean
AXP,168.39999389648438,5.088263457408772,7.047692379063855,8.191911605459097,10.39100429442015,3.238149055792527,-21.911004652709153,18.89638506860416,-0.0442328588857653
DE,379.55999755859375,12.219489967179527,18.66087625847515,22.391467464925768,30.90001516777788,8.119042549045897,-99.13354808674467,81.69568855601659,-0.3072874477682475
MU,97.36000061035156,3.823361498350195,5.862993506426932,6.693621506533603,10.045968096101983,2.5431968455244713,-25.63641060097298,22.455025596479388,-0.22510805906490441
SPGI,432.3599853515625,10.87797457407413,14.304621074875122,16.20699972507464,20.40031812724156,6.655665222959458,-51.458847726535396,31.89666205289228,-0.11144955332003595
MMM,178.74000549316406,3.093688356624938,3.806164310831244,4.246838869453285,4.729072275017714,1.8582985392754574,-5.408897538645164,6.353699828671296,0.011850780742589972
NOW,531.02001953125,25.73706132596442,34.42426377961355,38.96381483189299,52.50009720153934,15.941001397841816,-222.1755955120558,79.27208787878521,0.10377548809162422
BKNG,2450.949951171875,98.9544314734494,140.40447563335965,159.62138724747,219.84615728036226,58.72396934926345,-484.6206456721659,362.6613614738653,-6.139222800728673
F,25.190000534057617,1.3707576502220604,2.1106294640335164,2.3989620082649665,3.67148138363169,0.9607579198507624,-13.591597232212711,31.891955339937617,-0.17885433498359204
ADP,228.75,4.698988858906432,5.891471254139608,6.715381063685385,7.575748241317311,2.819393553143225,-10.403052166171477,10.79917986553761,-0.03460615796266498
ZTS,206.17999267578125,4.453730283646394,6.078648980287627,7.5092160813901785,8.843581587000998,2.9581624888697196,-14.473675376197264,17.895177834371708,0.25447792632087457
LRCX,729.8200073242188,26.535513101081506,39.25737036553736,45.390356155738345,64.54106239651964,17.730295129547624,-115.17273731669138,238.00551107149965,-0.06508116758556168
PNC,222.1999969482422,6.234019758869891,10.430237388335799,11.823961224518172,19.547311448223404,4.54280606498384,-88.6720769165376,66.06145027669425,-0.5888478665697404
MDLZ,68.0999984741211,1.065077023390316,1.4205180209108328,1.6758435571951367,1.9898679647712216,0.6607112954499462,-2.92821923763411,2.867391063824641,0.022154728224949155
MO,50.810001373291016,0.9449053255055588,1.4443434996190443,1.6934780214448182,2.4826812639043667,0.6696457113731585,-7.794993059108343,13.939343433829805,0.03231749908264272
ADI,172.0,4.120682192981349,5.5363166647088375,6.110643258564636,8.027848242993462,2.6705641001432388,-14.834395499177333,17.72154199991823,0.19613085330169983
GILD,71.7699966430664,0.9747287328548282,1.50304402152468,1.8448730194128018,2.6565732664160375,0.6944495564611087,-7.8197452099497795,6.004275388059966,0.05147820195792799
LMT,372.6199951171875,5.499977479130109,9.951004342642046,11.979816075126735,19.301308699925368,4.602136137909479,-68.37748245572635,61.04100391889233,0.7701026960278097
SYK,266.7099914550781,6.877461238979208,8.722281123406823,9.989713081453885,10.975392866183327,4.200230447613224,-13.077044411059404,14.805499381558946,-0.028843757400529985
GM,61.099998474121094,2.698549776625775,3.9717953544434077,4.659441412341948,6.493084520395163,1.6594843786343956,-14.890237546349226,10.69122269404076,-0.2015569518127407
TFC,67.41000366210938,1.8878423516483167,2.399920055921229,2.703366284811807,3.1198514505660024,1.15120912780265,-4.05558280745425,4.050969922626152,0.002031775905482945
TJX,71.18000030517578,1.947775869437578,2.61709119518243,3.030602812802954,3.6741241115339465,1.1862616632071217,-6.156705396261643,5.3109589137662,-0.032601700463509006
Total,33095.81696510315,599.4643527333396,748.3761635863714,837.6819927458811,1001.3220958411262,349.635459218726,-2009.2677044629322,1216.320054646314,-15.425732623526185
